,Country ISO3,Admin 1 PCode,Admin 1 Name,Admin 2 PCode,Admin 2 Name,Admin 3 PCode,Admin 3 Name,Description,Cluster,Category,Population,In Need,Targeted,Affected,Reached,Info,Cluster Full
287476,TCD,,,TCD1303,Lac Iro,,,Final HRP caseload,ALL,total,307695.0,126438.0,75863.0,,,,All Sectors
287485,TCD,TCD14,Ouaddai,,,,,Final HRP caseload,ALL,total,1217656.0,1256755.0,1185313.0,,,,All Sectors
287498,TCD,,,TCD1401,Ouara,,,Final HRP caseload,ALL,total,576417.0,216350.0,199905.0,,,,All Sectors
287507,TCD,,,TCD1402,Djourf Al Ahmar,,,Final HRP caseload,ALL,total,140349.0,34279.0,24227.0,,,,All Sectors
287514,TCD,,,TCD1403,Assoungha,,,Final HRP caseload,ALL,total,500891.0,1006125.0,961181.0,,,,All Sectors
287525,TCD,TCD15,Salamat,,,,,Final HRP caseload,ALL,total,533032.0,201263.0,154645.0,,,,All Sectors
287534,TCD,,,TCD1501,Bahr-Azoum,,,Final HRP caseload,ALL,total,321286.0,101794.0,61076.0,,,,All Sectors
287542,TCD,,,TCD1502,Aboudéia,,,Final HRP caseload,ALL,total,114036.0,22807.0,20919.0,,,,All Sectors
287549,TCD,,,TCD1503,Haraze-Mangueigne,,,Final HRP caseload,ALL,total,97709.0,76662.0,72649.0,,,,All Sectors
287558,TCD,TCD16,Tandjile,,,,,Final HRP caseload,ALL,total,1178621.0,280613.0,194506.0,,,,All Sectors
287566,TCD,,,TCD1601,Tandjilé Est,,,Final HRP caseload,ALL,total,453415.0,126637.0,75982.0,,,,All Sectors
287574,TCD,,,TCD1602,Tandjilé Centre,,,Final HRP caseload,ALL,total,156702.0,52240.0,24630.0,,,,All Sectors
287582,TCD,,,TCD1603,Tandjilé Ouest,,,Final HRP caseload,ALL,total,568504.0,101735.0,93894.0,,,,All Sectors
287590,TCD,TCD17,Wadi Fira,,,,,Final HRP caseload,ALL,total,892977.0,544551.0,487941.0,,,,All Sectors
287603,TCD,,,TCD1701,Biltine,,,Final HRP caseload,ALL,total,296917.0,79963.0,70343.0,,,,All Sectors
287610,TCD,,,TCD1702,Dar-Tama,,,Final HRP caseload,ALL,total,315088.0,227467.0,201070.0,,,,All Sectors
287621,TCD,,,TCD1703,Mégri,,,Final HRP caseload,ALL,total,35525.0,8945.0,6661.0,,,,All Sectors
287628,TCD,,,TCD1704,Kobé,,,Final HRP caseload,ALL,total,245448.0,228176.0,209866.0,,,,All Sectors
287636,TCD,TCD18,N'Djamena,,,,,Final HRP caseload,ALL,total,1884524.0,333973.0,304617.0,,,,All Sectors
287648,TCD,,,TCD1801,N'Djaména,,,Final HRP caseload,ALL,total,1884524.0,333973.0,304617.0,,,,All Sectors
287659,TCD,TCD19,Barh-El-Gazel,,,,,Final HRP caseload,ALL,total,442017.0,122730.0,87750.0,,,,All Sectors
287664,TCD,,,TCD1901,Barh-El-Gazel Sud,,,Final HRP caseload,ALL,total,243092.0,64363.0,47530.0,,,,All Sectors
287669,TCD,,,TCD1902,Barh-El-Gazel Nord,,,Final HRP caseload,ALL,total,92835.0,27107.0,18433.0,,,,All Sectors
287674,TCD,,,TCD1903,Barh-El-Gazel Ouest,,,Final HRP caseload,ALL,total,106090.0,31260.0,21788.0,,,,All Sectors
287679,TCD,TCD20,Ennedi Est,,,,,Final HRP caseload,ALL,total,187141.0,123079.0,106428.0,,,,All Sectors
287688,TCD,,,TCD2001,Am-Djarass,,,Final HRP caseload,ALL,total,138500.0,42595.0,32625.0,,,,All Sectors
287696,TCD,,,TCD2002,Wadi Hawar,,,Final HRP caseload,ALL,total,48642.0,80484.0,73803.0,,,,All Sectors
287705,TCD,TCD21,Sila,,,,,Final HRP caseload,ALL,total,714110.0,475082.0,420629.0,,,,All Sectors
287718,TCD,,,TCD2101,Kimiti,,,Final HRP caseload,ALL,total,526678.0,435761.0,386482.0,,,,All Sectors
287729,TCD,,,TCD2102,Abdi,,,Final HRP caseload,ALL,total,187433.0,39321.0,34147.0,,,,All Sectors
287736,TCD,TCD22,Tibesti,,,,,Final HRP caseload,ALL,total,44721.0,7041.0,2541.0,,,,All Sectors
287741,TCD,,,TCD2201,Tibesti Est,,,Final HRP caseload,ALL,total,25247.0,3929.0,1180.0,,,,All Sectors
287746,TCD,,,TCD2202,Tibesti Ouest,,,Final HRP caseload,ALL,total,19474.0,3112.0,1361.0,,,,All Sectors
287751,TCD,TCD23,Ennedi Ouest,,,,,Final HRP caseload,ALL,total,105720.0,22691.0,19179.0,,,,All Sectors
287757,TCD,,,TCD2301,Fada,,,Final HRP caseload,ALL,total,68717.0,15402.0,12466.0,,,,All Sectors
287763,TCD,,,TCD2302,Mourtcha,,,Final HRP caseload,ALL,total,37002.0,7289.0,6713.0,,,,All Sectors
287771,UKR,,,,,,,Plan HNRP Caseload,ALL,total,35765386.0,12708866.0,6016366.0,16260529.0,,,All Sectors
287822,UKR,UA01,Autonomous Republic of Crimea,,,,,Plan HNRP Caseload,ALL,total,1914080.0,,,,,,All Sectors
287825,UKR,UA05,Vinnytska,,,,,Plan HNRP Caseload,ALL,total,1417183.0,322290.0,32273.0,380010.0,,,All Sectors
287859,UKR,,,UA0502,Vinnytskyi,,,Plan HNRP Caseload,ALL,total,660020.0,142544.0,16371.0,194689.0,,,All Sectors
287893,UKR,,,UA0504,Haisynskyi,,,Plan HNRP Caseload,ALL,total,207939.0,55641.0,4687.0,55641.0,,,All Sectors
287924,UKR,,,UA0506,Zhmerynskyi,,,Plan HNRP Caseload,ALL,total,140032.0,34270.0,3157.0,34270.0,,,All Sectors
287952,UKR,,,UA0508,Mohyliv-Podilskyi,,,Plan HNRP Caseload,ALL,total,112780.0,24235.0,2331.0,24235.0,,,All Sectors
287980,UKR,,,UA0510,Tulchynskyi,,,Plan HNRP Caseload,ALL,total,129840.0,30998.0,2479.0,30998.0,,,All Sectors
288010,UKR,,,UA0512,Khmilnytskyi,,,Plan HNRP Caseload,ALL,total,166572.0,34602.0,3251.0,40177.0,,,All Sectors
288038,UKR,UA07,Volynska,,,,,Plan HNRP Caseload,ALL,total,920167.0,128029.0,11630.0,171218.0,,,All Sectors
288075,UKR,,,UA0702,Volodymyrskyi,,,Plan HNRP Caseload,ALL,total,138724.0,31031.0,2646.0,31892.0,,,All Sectors
288109,UKR,,,UA0704,Kamin-Kashyrskyi,,,Plan HNRP Caseload,ALL,total,101013.0,15582.0,2349.0,15582.0,,,All Sectors
288143,UKR,,,UA0706,Kovelskyi,,,Plan HNRP Caseload,ALL,total,233236.0,30235.0,1486.0,35517.0,,,All Sectors
288177,UKR,,,UA0708,Lutskyi,,,Plan HNRP Caseload,ALL,total,447194.0,51181.0,5149.0,88227.0,,,All Sectors
288211,UKR,UA12,Dnipropetrovska,,,,,Plan HNRP Caseload,ALL,total,3307733.0,1846204.0,1181533.0,2269407.0,,,All Sectors
288249,UKR,,,UA1202,Dniprovskyi,,,Plan HNRP Caseload,ALL,total,1372973.0,684188.0,329501.0,985768.0,,,All Sectors
288284,UKR,,,UA1204,Kamianskyi,,,Plan HNRP Caseload,ALL,total,420140.0,225821.0,143776.0,262152.0,,,All Sectors
288319,UKR,,,UA1206,Kryvorizkyi,,,Plan HNRP Caseload,ALL,total,687182.0,375786.0,308169.0,375786.0,,,All Sectors
288357,UKR,,,UA1208,Nikopolskyi,,,Plan HNRP Caseload,ALL,total,223235.0,207960.0,165600.0,207960.0,,,All Sectors
288395,UKR,,,UA1210,Samarivskyi,,,Plan HNRP Caseload,ALL,total,203084.0,110505.0,64929.0,150441.0,,,All Sectors
288430,UKR,,,UA1212,Pavlohradskyi,,,Plan HNRP Caseload,ALL,total,170944.0,88969.0,43222.0,134324.0,,,All Sectors
288465,UKR,,,UA1214,Synelnykivskyi,,,Plan HNRP Caseload,ALL,total,230175.0,152976.0,126337.0,152976.0,,,All Sectors
288502,UKR,UA14,Donetska,,,,,Plan HNRP Caseload,ALL,total,552991.0,538397.0,393779.0,538397.0,,,All Sectors
288539,UKR,,,UA1402,Bakhmutskyi,,,Plan HNRP Caseload,ALL,total,43429.0,43429.0,39086.0,43429.0,,,All Sectors
288563,UKR,,,UA1404,Volnovaskyi,,,Plan HNRP Caseload,ALL,total,30823.0,30052.0,24967.0,30052.0,,,All Sectors
288587,UKR,,,UA1406,Horlivskyi,,,Plan HNRP Caseload,ALL,total,33940.0,33940.0,27152.0,33940.0,,,All Sectors
288611,UKR,,,UA1408,Donetskyi,,,Plan HNRP Caseload,ALL,total,81339.0,81339.0,36603.0,81339.0,,,All Sectors
288635,UKR,,,UA1410,Kalmiuskyi,,,Plan HNRP Caseload,ALL,total,2936.0,2936.0,2168.0,2936.0,,,All Sectors
288660,UKR,,,UA1412,Kramatorskyi,,,Plan HNRP Caseload,ALL,total,122086.0,112350.0,101742.0,112350.0,,,All Sectors
288697,UKR,,,UA1414,Mariupolskyi,,,Plan HNRP Caseload,ALL,total,111869.0,111869.0,50341.0,111869.0,,,All Sectors
288722,UKR,,,UA1416,Pokrovskyi,,,Plan HNRP Caseload,ALL,total,126569.0,122482.0,111720.0,122482.0,,,All Sectors
288760,UKR,UA18,Zhytomyrska,,,,,Plan HNRP Caseload,ALL,total,1083815.0,226884.0,34316.0,237916.0,,,All Sectors
288797,UKR,,,UA1802,Berdychivskyi,,,Plan HNRP Caseload,ALL,total,137341.0,21970.0,4500.0,26191.0,,,All Sectors
288828,UKR,,,UA1804,Zhytomyrskyi,,,Plan HNRP Caseload,ALL,total,587397.0,129533.0,21453.0,129533.0,,,All Sectors
288865,UKR,,,UA1806,Korostenskyi,,,Plan HNRP Caseload,ALL,total,223527.0,53131.0,4018.0,56589.0,,,All Sectors
288901,UKR,,,UA1808,Zviahelskyi,,,Plan HNRP Caseload,ALL,total,135550.0,22251.0,4345.0,25603.0,,,All Sectors
288932,UKR,UA21,Zakarpatska,,,,,Plan HNRP Caseload,ALL,total,874099.0,299400.0,49036.0,352287.0,,,All Sectors
288968,UKR,,,UA2102,Berehivskyi,,,Plan HNRP Caseload,ALL,total,129277.0,46366.0,7312.0,53578.0,,,All Sectors
289001,UKR,,,UA2104,Mukachivskyi,,,Plan HNRP Caseload,ALL,total,180763.0,59218.0,12291.0,76947.0,,,All Sectors
289037,UKR,,,UA2106,Rakhivskyi,,,Plan HNRP Caseload,ALL,total,55290.0,10491.0,6829.0,18737.0,,,All Sectors
289073,UKR,,,UA2108,Tiachivskyi,,,Plan HNRP Caseload,ALL,total,107833.0,24252.0,7226.0,39090.0,,,All Sectors
289107,UKR,,,UA2110,Uzhhorodskyi,,,Plan HNRP Caseload,ALL,total,232859.0,101921.0,7995.0,101921.0,,,All Sectors
289143,UKR,,,UA2112,Khustskyi,,,Plan HNRP Caseload,ALL,total,168077.0,57153.0,7383.0,62014.0,,,All Sectors
289176,UKR,UA23,Zaporizka,,,,,Plan HNRP Caseload,ALL,total,1149113.0,1013822.0,554193.0,1013822.0,,,All Sectors
289213,UKR,,,UA2302,Berdianskyi,,,Plan HNRP Caseload,ALL,total,115611.0,115611.0,36996.0,115611.0,,,All Sectors
289237,UKR,,,UA2304,Vasylivskyi,,,Plan HNRP Caseload,ALL,total,114956.0,114956.0,73900.0,114956.0,,,All Sectors
289262,UKR,,,UA2306,Zaporizkyi,,,Plan HNRP Caseload,ALL,total,652433.0,517142.0,352947.0,517142.0,,,All Sectors
289299,UKR,,,UA2308,Melitopolskyi,,,Plan HNRP Caseload,ALL,total,172528.0,172528.0,50242.0,172528.0,,,All Sectors
289323,UKR,,,UA2310,Polohivskyi,,,Plan HNRP Caseload,ALL,total,93585.0,93585.0,40108.0,93585.0,,,All Sectors
289348,UKR,UA26,Ivano-Frankivska,,,,,Plan HNRP Caseload,ALL,total,1092764.0,219500.0,23823.0,370277.0,,,All Sectors
289383,UKR,,,UA2602,Verkhovynskyi,,,Plan HNRP Caseload,ALL,total,25095.0,7106.0,529.0,8407.0,,,All Sectors
289412,UKR,,,UA2604,Ivano-Frankivskyi,,,Plan HNRP Caseload,ALL,total,504821.0,102893.0,14927.0,179879.0,,,All Sectors
289447,UKR,,,UA2606,Kaluskyi,,,Plan HNRP Caseload,ALL,total,206266.0,40165.0,2748.0,66443.0,,,All Sectors
289478,UKR,,,UA2608,Kolomyiskyi,,,Plan HNRP Caseload,ALL,total,197886.0,35586.0,2450.0,62829.0,,,All Sectors
289509,UKR,,,UA2610,Kosivskyi,,,Plan HNRP Caseload,ALL,total,54145.0,10119.0,1092.0,17809.0,,,All Sectors
289538,UKR,,,UA2612,Nadvirnianskyi,,,Plan HNRP Caseload,ALL,total,104551.0,23630.0,2077.0,34910.0,,,All Sectors
289570,UKR,UA32,Kyivska,,,,,Plan HNRP Caseload,ALL,total,2633879.0,738023.0,222632.0,1152992.0,,,All Sectors
289608,UKR,,,UA3202,Bilotserkivskyi,,,Plan HNRP Caseload,ALL,total,435770.0,95681.0,15435.0,113737.0,,,All Sectors
289643,UKR,,,UA3204,Boryspilskyi,,,Plan HNRP Caseload,ALL,total,311493.0,79695.0,8203.0,102086.0,,,All Sectors
289678,UKR,,,UA3206,Brovarskyi,,,Plan HNRP Caseload,ALL,total,358321.0,89575.0,12901.0,157922.0,,,All Sectors
289715,UKR,,,UA3208,Buchanskyi,,,Plan HNRP Caseload,ALL,total,703427.0,276509.0,114287.0,480271.0,,,All Sectors
289752,UKR,,,UA3210,Vyshhorodskyi,,,Plan HNRP Caseload,ALL,total,190543.0,46520.0,35522.0,78876.0,,,All Sectors
289787,UKR,,,UA3212,Obukhivskyi,,,Plan HNRP Caseload,ALL,total,343573.0,72081.0,20200.0,102967.0,,,All Sectors
289824,UKR,,,UA3214,Fastivskyi,,,Plan HNRP Caseload,ALL,total,290752.0,77962.0,16084.0,117133.0,,,All Sectors
289859,UKR,UA35,Kirovohradska,,,,,Plan HNRP Caseload,ALL,total,872431.0,251205.0,83184.0,318966.0,,,All Sectors
289897,UKR,,,UA3502,Holovanivskyi,,,Plan HNRP Caseload,ALL,total,104557.0,28438.0,10956.0,39009.0,,,All Sectors
289931,UKR,,,UA3504,Kropyvnytskyi,,,Plan HNRP Caseload,ALL,total,433195.0,115343.0,35790.0,152979.0,,,All Sectors
289969,UKR,,,UA3506,Novoukrainskyi,,,Plan HNRP Caseload,ALL,total,124848.0,46158.0,14187.0,46158.0,,,All Sectors
290006,UKR,,,UA3508,Oleksandriiskyi,,,Plan HNRP Caseload,ALL,total,209831.0,61266.0,22251.0,80820.0,,,All Sectors
290042,UKR,UA44,Luhanska,,,,,Plan HNRP Caseload,ALL,total,467304.0,339253.0,92452.0,467304.0,,,All Sectors
290067,UKR,,,UA4402,Alchevskyi,,,Plan HNRP Caseload,ALL,total,51591.0,38693.0,6502.0,51591.0,,,All Sectors
290089,UKR,,,UA4404,Dovzhanskyi,,,Plan HNRP Caseload,ALL,total,26767.0,20075.0,3092.0,26767.0,,,All Sectors
290111,UKR,,,UA4406,Luhanskyi,,,Plan HNRP Caseload,ALL,total,90792.0,68094.0,10489.0,90792.0,,,All Sectors
290133,UKR,,,UA4408,Rovenkivskyi,,,Plan HNRP Caseload,ALL,total,46875.0,35156.0,5415.0,46875.0,,,All Sectors
290155,UKR,,,UA4410,Svativskyi,,,Plan HNRP Caseload,ALL,total,27230.0,19061.0,6808.0,27230.0,,,All Sectors
290179,UKR,,,UA4412,Siverskodonetskyi,,,Plan HNRP Caseload,ALL,total,148175.0,111131.0,50009.0,148175.0,,,All Sectors
290203,UKR,,,UA4414,Starobilskyi,,,Plan HNRP Caseload,ALL,total,46821.0,29029.0,6097.0,46821.0,,,All Sectors
290225,UKR,,,UA4416,Shchastynskyi,,,Plan HNRP Caseload,ALL,total,29053.0,18013.0,4040.0,29053.0,,,All Sectors
290248,UKR,UA46,Lvivska,,,,,Plan HNRP Caseload,ALL,total,2365448.0,417346.0,48516.0,649824.0,,,All Sectors
290286,UKR,,,UA4602,Drohobytskyi,,,Plan HNRP Caseload,ALL,total,191459.0,33873.0,5537.0,47420.0,,,All Sectors
290318,UKR,,,UA4604,Zolochivskyi,,,Plan HNRP Caseload,ALL,total,131036.0,23961.0,1725.0,23961.0,,,All Sectors
290349,UKR,,,UA4606,Lvivskyi,,,Plan HNRP Caseload,ALL,total,1277431.0,233415.0,26839.0,411326.0,,,All Sectors
290385,UKR,,,UA4608,Sambirskyi,,,Plan HNRP Caseload,ALL,total,153433.0,19503.0,2973.0,34072.0,,,All Sectors
290414,UKR,,,UA4610,Stryiskyi,,,Plan HNRP Caseload,ALL,total,261153.0,54205.0,3738.0,54205.0,,,All Sectors
290450,UKR,,,UA4612,Sheptytskyi,,,Plan HNRP Caseload,ALL,total,193553.0,30549.0,4403.0,42937.0,,,All Sectors
290479,UKR,,,UA4614,Yavorivskyi,,,Plan HNRP Caseload,ALL,total,157383.0,21841.0,3302.0,35903.0,,,All Sectors
290508,UKR,UA48,Mykolaivska,,,,,Plan HNRP Caseload,ALL,total,822970.0,545163.0,404583.0,550010.0,,,All Sectors
290546,UKR,,,UA4802,Bashtanskyi,,,Plan HNRP Caseload,ALL,total,103291.0,71384.0,59037.0,71384.0,,,All Sectors
290584,UKR,,,UA4804,Voznesenskyi,,,Plan HNRP Caseload,ALL,total,141579.0,77844.0,62275.0,77844.0,,,All Sectors
290621,UKR,,,UA4806,Mykolaivskyi,,,Plan HNRP Caseload,ALL,total,457465.0,351593.0,249573.0,351593.0,,,All Sectors
290659,UKR,,,UA4808,Pervomaiskyi,,,Plan HNRP Caseload,ALL,total,120635.0,44342.0,33698.0,49189.0,,,All Sectors
290694,UKR,UA51,Odeska,,,,,Plan HNRP Caseload,ALL,total,2274857.0,942736.0,605152.0,1372598.0,,,All Sectors
290732,UKR,,,UA5102,Berezivskyi,,,Plan HNRP Caseload,ALL,total,84199.0,16226.0,6728.0,21382.0,,,All Sectors
290767,UKR,,,UA5104,Bilhorod-Dnistrovskyi,,,Plan HNRP Caseload,ALL,total,156485.0,75352.0,61391.0,75352.0,,,All Sectors
290804,UKR,,,UA5106,Bolhradskyi,,,Plan HNRP Caseload,ALL,total,98370.0,29669.0,28588.0,29669.0,,,All Sectors
290840,UKR,,,UA5108,Izmailskyi,,,Plan HNRP Caseload,ALL,total,187250.0,67658.0,63063.0,67658.0,,,All Sectors
290877,UKR,,,UA5110,Odeskyi,,,Plan HNRP Caseload,ALL,total,1479579.0,685347.0,384087.0,1098772.0,,,All Sectors
290915,UKR,,,UA5112,Podilskyi,,,Plan HNRP Caseload,ALL,total,184079.0,50976.0,49560.0,50976.0,,,All Sectors
290951,UKR,,,UA5114,Rozdilnianskyi,,,Plan HNRP Caseload,ALL,total,84895.0,17509.0,11736.0,28789.0,,,All Sectors
290989,UKR,UA53,Poltavska,,,,,Plan HNRP Caseload,ALL,total,1463207.0,366696.0,183772.0,558861.0,,,All Sectors
291027,UKR,,,UA5302,Kremenchutskyi,,,Plan HNRP Caseload,ALL,total,401647.0,110511.0,71255.0,153120.0,,,All Sectors
291064,UKR,,,UA5304,Lubenskyi,,,Plan HNRP Caseload,ALL,total,197219.0,45219.0,14018.0,71533.0,,,All Sectors
291099,UKR,,,UA5306,Myrhorodskyi,,,Plan HNRP Caseload,ALL,total,216932.0,56145.0,17163.0,88851.0,,,All Sectors
291134,UKR,,,UA5308,Poltavskyi,,,Plan HNRP Caseload,ALL,total,647409.0,154821.0,81337.0,245357.0,,,All Sectors
291171,UKR,UA56,Rivnenska,,,,,Plan HNRP Caseload,ALL,total,1004866.0,113107.0,45944.0,168921.0,,,All Sectors
291207,UKR,,,UA5602,Varaskyi,,,Plan HNRP Caseload,ALL,total,111189.0,14778.0,3697.0,14778.0,,,All Sectors
291240,UKR,,,UA5604,Dubenskyi,,,Plan HNRP Caseload,ALL,total,136316.0,11977.0,1013.0,11977.0,,,All Sectors
291273,UKR,,,UA5606,Rivnenskyi,,,Plan HNRP Caseload,ALL,total,572149.0,74219.0,40331.0,130033.0,,,All Sectors
291309,UKR,,,UA5608,Sarnenskyi,,,Plan HNRP Caseload,ALL,total,185212.0,12133.0,904.0,12133.0,,,All Sectors
291342,UKR,UA59,Sumska,,,,,Plan HNRP Caseload,ALL,total,882834.0,588793.0,290148.0,695803.0,,,All Sectors
291380,UKR,,,UA5902,Konotopskyi,,,Plan HNRP Caseload,ALL,total,145382.0,71083.0,36598.0,91201.0,,,All Sectors
291418,UKR,,,UA5904,Okhtyrskyi,,,Plan HNRP Caseload,ALL,total,97626.0,66453.0,36445.0,66453.0,,,All Sectors
291456,UKR,,,UA5906,Romenskyi,,,Plan HNRP Caseload,ALL,total,92361.0,28278.0,14058.0,36242.0,,,All Sectors
291491,UKR,,,UA5908,Sumskyi,,,Plan HNRP Caseload,ALL,total,406337.0,310335.0,141683.0,379557.0,,,All Sectors
291529,UKR,,,UA5910,Shostkynskyi,,,Plan HNRP Caseload,ALL,total,141128.0,112643.0,61365.0,122350.0,,,All Sectors
291567,UKR,UA61,Ternopilska,,,,,Plan HNRP Caseload,ALL,total,758189.0,191598.0,31527.0,224430.0,,,All Sectors
291602,UKR,,,UA6102,Kremenetskyi,,,Plan HNRP Caseload,ALL,total,99587.0,26149.0,1577.0,28876.0,,,All Sectors
291631,UKR,,,UA6104,Ternopilskyi,,,Plan HNRP Caseload,ALL,total,454377.0,109850.0,28057.0,139954.0,,,All Sectors
291666,UKR,,,UA6106,Chortkivskyi,,,Plan HNRP Caseload,ALL,total,204225.0,55600.0,1894.0,55600.0,,,All Sectors
291697,UKR,UA63,Kharkivska,,,,,Plan HNRP Caseload,ALL,total,1912107.0,1543942.0,936389.0,1639537.0,,,All Sectors
291735,UKR,,,UA6302,Bohodukhivskyi,,,Plan HNRP Caseload,ALL,total,75930.0,55259.0,46905.0,57757.0,,,All Sectors
291773,UKR,,,UA6304,Iziumskyi,,,Plan HNRP Caseload,ALL,total,102662.0,67389.0,55197.0,67389.0,,,All Sectors
291811,UKR,,,UA6306,Berestynskyi,,,Plan HNRP Caseload,ALL,total,57076.0,22911.0,19218.0,22911.0,,,All Sectors
291849,UKR,,,UA6308,Kupianskyi,,,Plan HNRP Caseload,ALL,total,77361.0,71326.0,63965.0,71326.0,,,All Sectors
291885,UKR,,,UA6310,Lozivskyi,,,Plan HNRP Caseload,ALL,total,80506.0,29328.0,23029.0,40885.0,,,All Sectors
291922,UKR,,,UA6312,Kharkivskyi,,,Plan HNRP Caseload,ALL,total,1387397.0,1184243.0,661703.0,1258846.0,,,All Sectors
291960,UKR,,,UA6314,Chuhuivskyi,,,Plan HNRP Caseload,ALL,total,131175.0,113486.0,66371.0,120423.0,,,All Sectors
291998,UKR,UA65,Khersonska,,,,,Plan HNRP Caseload,ALL,total,143372.0,141209.0,126038.0,141209.0,,,All Sectors
292036,UKR,,,UA6502,Beryslavskyi,,,Plan HNRP Caseload,ALL,total,18522.0,16359.0,15104.0,16359.0,,,All Sectors
292071,UKR,,,UA6504,Henicheskyi,,,Plan HNRP Caseload,ALL,total,2032.0,2032.0,1589.0,2032.0,,,All Sectors
292095,UKR,,,UA6506,Kakhovskyi,,,Plan HNRP Caseload,ALL,total,3841.0,3841.0,3003.0,3841.0,,,All Sectors
292119,UKR,,,UA6508,Skadovskyi,,,Plan HNRP Caseload,ALL,total,2264.0,2264.0,1771.0,2264.0,,,All Sectors
292144,UKR,,,UA6510,Khersonskyi,,,Plan HNRP Caseload,ALL,total,116713.0,116713.0,104571.0,116713.0,,,All Sectors
292182,UKR,UA68,Khmelnytska,,,,,Plan HNRP Caseload,ALL,total,1097438.0,268026.0,88917.0,397817.0,,,All Sectors
292217,UKR,,,UA6802,Kamianets-Podilskyi,,,Plan HNRP Caseload,ALL,total,220011.0,63270.0,17275.0,68693.0,,,All Sectors
292252,UKR,,,UA6804,Khmelnytskyi,,,Plan HNRP Caseload,ALL,total,653517.0,144344.0,58202.0,254445.0,,,All Sectors
292287,UKR,,,UA6806,Shepetivskyi,,,Plan HNRP Caseload,ALL,total,223910.0,60412.0,13441.0,74679.0,,,All Sectors
292319,UKR,UA71,Cherkaska,,,,,Plan HNRP Caseload,ALL,total,1189292.0,277143.0,113807.0,381757.0,,,All Sectors
292356,UKR,,,UA7102,Zvenyhorodskyi,,,Plan HNRP Caseload,ALL,total,171557.0,47952.0,10388.0,53993.0,,,All Sectors
292387,UKR,,,UA7104,Zolotoniskyi,,,Plan HNRP Caseload,ALL,total,140244.0,29986.0,7698.0,41605.0,,,All Sectors
292422,UKR,,,UA7106,Umanskyi,,,Plan HNRP Caseload,ALL,total,246627.0,72970.0,15923.0,84884.0,,,All Sectors
292454,UKR,,,UA7108,Cherkaskyi,,,Plan HNRP Caseload,ALL,total,630864.0,126236.0,79798.0,201275.0,,,All Sectors
292491,UKR,UA73,Chernivetska,,,,,Plan HNRP Caseload,ALL,total,656417.0,127824.0,17563.0,149254.0,,,All Sectors
292528,UKR,,,UA7302,Vyzhnytskyi,,,Plan HNRP Caseload,ALL,total,62055.0,12767.0,625.0,12767.0,,,All Sectors
292561,UKR,,,UA7304,Dnistrovskyi,,,Plan HNRP Caseload,ALL,total,107270.0,18073.0,645.0,18073.0,,,All Sectors
292595,UKR,,,UA7306,Chernivetskyi,,,Plan HNRP Caseload,ALL,total,487092.0,96984.0,16293.0,118414.0,,,All Sectors
292632,UKR,UA74,Chernihivska,,,,,Plan HNRP Caseload,ALL,total,956631.0,361071.0,225928.0,513168.0,,,All Sectors
292669,UKR,,,UA7402,Koriukivskyi,,,Plan HNRP Caseload,ALL,total,79012.0,44816.0,33424.0,45757.0,,,All Sectors
292704,UKR,,,UA7404,Nizhynskyi,,,Plan HNRP Caseload,ALL,total,221445.0,66863.0,44949.0,98457.0,,,All Sectors
292739,UKR,,,UA7406,Novhorod-Siverskyi,,,Plan HNRP Caseload,ALL,total,55453.0,33234.0,16753.0,42952.0,,,All Sectors
292772,UKR,,,UA7408,Prylutskyi,,,Plan HNRP Caseload,ALL,total,145907.0,52688.0,28706.0,72067.0,,,All Sectors
292809,UKR,,,UA7410,Chernihivskyi,,,Plan HNRP Caseload,ALL,total,454814.0,163470.0,102096.0,253935.0,,,All Sectors
292844,UKR,UA80,Kyiv,,,,,Plan HNRP Caseload,ALL,total,3556679.0,901205.0,219232.0,1544744.0,,,All Sectors
292881,UKR,,,UA8000,Kyiv,,,Plan HNRP Caseload,ALL,total,3556679.0,901205.0,219231.0,1544744.0,,,All Sectors
292917,UKR,UA85,Sevastopol,,,,,Plan HNRP Caseload,ALL,total,395520.0,,,,,,All Sectors
292919,VEN,,,,,,,Final HRP caseload,ALL,total,27112332.0,7943720.0,5125664.0,,,,All Sectors
292939,VEN,,,VE0101,"Distrito Capital, Libertador",,,Final HRP caseload,ALL,total,1943901.0,519174.0,334996.0,,,,All Sectors
292949,VEN,,,VE0201,"Amazonas, Autónomo Alto Orinoco",,,Final HRP caseload,ALL,total,12687.0,4694.0,3029.0,,,,All Sectors
292959,VEN,,,VE0202,"Amazonas, Autónomo Atabapo",,,Final HRP caseload,ALL,total,9169.0,3393.0,2189.0,,,,All Sectors
292969,VEN,,,VE0203,"Amazonas, Autónomo Atures",,,Final HRP caseload,ALL,total,104228.0,38564.0,24883.0,,,,All Sectors
292979,VEN,,,VE0204,"Amazonas, Autónomo Autana",,,Final HRP caseload,ALL,total,8352.0,3090.0,1994.0,,,,All Sectors
292989,VEN,,,VE0205,"Amazonas, Autónomo Maroa",,,Final HRP caseload,ALL,total,2029.0,751.0,485.0,,,,All Sectors
292999,VEN,,,VE0206,"Amazonas, Autónomo Manapiare",,,Final HRP caseload,ALL,total,7715.0,2855.0,1842.0,,,,All Sectors
293009,VEN,,,VE0207,"Amazonas, Autónomo Río Negro",,,Final HRP caseload,ALL,total,2300.0,851.0,549.0,,,,All Sectors
